TYPE,ROADSECT_NAME,SECT10,SECT10_NAME,ROADSECT_FROM,ROAD_NO,ROADSECT_TO,ROADSECT_ID,ROADLENGTH,DIRNAME,JAM_SPEED
1,盐排高速公路,6,龙岗区,横岗收费站,34753,水盐立交,3475304,1653,南-北,30
1,盐排高速公路,6,龙岗区,水盐立交,34753,排榜立交,3475305,865,南-北,30
1,盐排高速公路,6,龙岗区,排榜立交,34753,凤岗收费站,3475306,1740,南-北,30
1,盐排高速公路,6,龙岗区,凤岗收费站,34754,排榜立交,3475419,1547,北-南,30
1,盐排高速公路,6,龙岗区,排榜立交,34754,水盐立交,3475420,923,北-南,30
1,盐排高速公路,6,龙岗区,水盐立交,34754,横岗收费站,3475421,1377,北-南,30
1,盐排高速公路,6,龙岗区,横岗收费站,34754,长深高速出入口,3475422,2498,北-南,30
1,盐排高速公路,6,龙岗区,长深高速出入口,34754,盐田收费站,3475423,3797,北-南,30
1,盐排高速公路,4,盐田区,盐田收费站,34754,惠深沿海高速公路,3475424,5810,北-南,30
1,水官高速公路,6,龙岗区,龙岗收费站,34761,横坪收费站,3476101,1826,东-西,30
1,水官高速公路,6,龙岗区,横坪收费站,34761,水盐立交,3476102,4640,东-西,30
1,水官高速公路,6,龙岗区,水盐立交,34761,平沙收费站,3476103,1277,东-西,30
1,水官高速公路,6,龙岗区,平沙收费站,34761,布澜收费站,3476104,3218,东-西,30
1,水官高速公路,6,龙岗区,布澜收费站,34761,布龙收费站,3476105,2491,东-西,30
1,水官高速公路,6,龙岗区,布龙收费站,34762,布澜收费站,3476201,2455,西-东,30
1,水官高速公路,6,龙岗区,布澜收费站,34762,平沙收费站,3476202,3410,西-东,30
1,水官高速公路,6,龙岗区,平沙收费站,34762,水盐立交,3476203,1305,西-东,30
1,水官高速公路,6,龙岗区,水盐立交,34762,横坪收费站,3476204,4422,西-东,30
1,水官高速公路,6,龙岗区,横坪收费站,34762,龙岗收费站,3476205,1895,西-东,30
1,清平高速公路,6,龙岗区,红岗路,34773,神龙收费站,3477301,5540,南-北,30
1,清平高速公路,6,龙岗区,神龙收费站,34773,龙景收费站,3477302,1474,南-北,30
1,清平高速公路,6,龙岗区,龙景收费站,34773,沈海高速公路,3477303,3638,南-北,30
1,清平高速公路,6,龙岗区,沈海高速公路,34773,富安收费站,3477304,2052,南-北,30
1,清平高速公路,6,龙岗区,富安收费站,34773,金龙收费站,3477305,3450,南-北,30
1,清平高速公路,6,龙岗区,金龙收费站,34774,富安收费站,3477401,3334,北-南,30
1,清平高速公路,6,龙岗区,富安收费站,34774,沈海高速公路,3477402,2143,北-南,30
1,清平高速公路,6,龙岗区,沈海高速公路,34774,龙景收费站,3477403,4004,北-南,30
1,清平高速公路,6,龙岗区,龙景收费站,34774,神龙收费站,3477404,1109,北-南,30
1,清平高速公路,6,龙岗区,神龙收费站,34774,红岗路,3477405,5762,北-南,30
1,盐坝高速公路,10,大鹏新区,小桂收费站,34791,坝光收费站,3479108,2048,东-西,30
1,盐坝高速公路,10,大鹏新区,坝光收费站,34791,葵涌收费站,3479109,9871,东-西,30
1,盐坝高速公路,10,大鹏新区,葵涌收费站,34791,土洋收费站,3479110,3219,东-西,30
1,盐坝高速公路,10,大鹏新区,土洋收费站,34791,溪涌收费站,3479111,4273,东-西,30
1,盐坝高速公路,4,盐田区,溪涌收费站,34791,小梅沙收费站,3479112,3851,东-西,30
1,盐坝高速公路,4,盐田区,小梅沙收费站,34791,大梅沙收费站,3479113,3107,东-西,30
1,盐坝高速公路,4,盐田区,大梅沙收费站,34791,明珠立交,3479114,4736,东-西,30
1,盐坝高速公路,4,盐田区,明珠立交,34791,仁深高速公路,3479115,1400,东-西,30
1,盐坝高速公路,4,盐田区,仁深高速公路,34792,明珠立交,3479203,1798,西-东,30
1,盐坝高速公路,4,盐田区,明珠立交,34792,大梅沙收费站,3479204,4417,西-东,30
1,盐坝高速公路,4,盐田区,大梅沙收费站,34792,小梅沙收费站,3479205,3182,西-东,30
1,盐坝高速公路,4,盐田区,小梅沙收费站,34792,溪涌收费站,3479206,3727,西-东,30
1,盐坝高速公路,10,大鹏新区,溪涌收费站,34792,土洋收费站,3479207,4121,西-东,30
1,盐坝高速公路,10,大鹏新区,土洋收费站,34792,葵涌收费站,3479208,3309,西-东,30
1,盐坝高速公路,10,大鹏新区,葵涌收费站,34792,坝光收费站,3479209,9763,西-东,30
1,盐坝高速公路,10,大鹏新区,坝光收费站,34792,小桂收费站,3479210,2184,西-东,30
1,龙大高速公路,5,宝安区,福龙路,34803,朗田收费站,3480301,1755,南-北,30
1,龙大高速公路,5,宝安区,朗田收费站,34803,石龙仔收费站,3480302,753,南-北,30
1,龙大高速公路,7,光明新区,石龙仔收费站,34803,光明收费站,3480303,7445,南-北,30
1,龙大高速公路,7,光明新区,光明收费站,34803,楼村收费站,3480304,4002,南-北,30
1,龙大高速公路,7,光明新区,楼村收费站,34803,松岗收费站,3480305,5060,南-北,30
1,龙大高速公路,5,宝安区,松岗收费站,34803,莞佛高速公路,3480306,2146,南-北,30
1,龙大高速公路,5,宝安区,莞佛高速公路,34804,松岗收费站,3480401,2110,北-南,30
1,龙大高速公路,7,光明新区,松岗收费站,34804,楼村收费站,3480402,5098,北-南,30
1,龙大高速公路,7,光明新区,楼村收费站,34804,光明收费站,3480403,3952,北-南,30
1,龙大高速公路,7,光明新区,光明收费站,34804,石龙仔收费站,3480404,7504,北-南,30
1,龙大高速公路,5,宝安区,石龙仔收费站,34804,朗田收费站,3480405,725,北-南,30
1,龙大高速公路,5,宝安区,朗田收费站,34804,福龙路,3480406,1783,北-南,30
1,南光高速公路,3,南山区,南坪快速路,34823,白芒收费站,3482301,4022,南-北,30
1,南光高速公路,5,宝安区,白芒收费站,34823,宝石收费站,3482302,2204,南-北,30
1,南光高速公路,5,宝安区,宝石收费站,34823,洲石收费站,3482303,6083,南-北,30
1,南光高速公路,7,光明新区,洲石收费站,34823,塘明收费站,3482304,8027,南-北,30
1,南光高速公路,7,光明新区,塘明收费站,34823,下村收费站,3482305,6163,南-北,30
1,南光高速公路,7,光明新区,下村收费站,34823,松岗收费站,3482306,3010,南-北,30
1,南光高速公路,7,光明新区,松岗收费站,34824,下村收费站,3482401,3024,北-南,30
1,南光高速公路,7,光明新区,下村收费站,34824,塘明收费站,3482402,6290,北-南,30
1,南光高速公路,7,光明新区,塘明收费站,34824,洲石收费站,3482403,7892,北-南,30
1,南光高速公路,5,宝安区,洲石收费站,34824,宝石收费站,3482404,6406,北-南,30
1,南光高速公路,5,宝安区,宝石收费站,34824,白芒收费站,3482405,2020,北-南,30
1,南光高速公路,3,南山区,白芒收费站,34824,南坪快速路,3482406,3895,北-南,30
1,惠盐高速公路,6,龙岗区,机荷高速公路,35013,龙岗收费站,3501301,8306,南-北,30
1,惠盐高速公路,6,龙岗区,龙岗收费站,35013,富地岗收费站,3501302,6453,南-北,30
1,惠盐高速公路,6,龙岗区,富地岗收费站,35013,新圩收费站,3501303,5139,南-北,30
1,惠盐高速公路,6,龙岗区,新圩收费站,35014,富地岗收费站,3501404,4760,北-南,30
1,惠盐高速公路,6,龙岗区,富地岗收费站,35014,龙岗收费站,3501405,6046,北-南,30
1,惠盐高速公路,6,龙岗区,龙岗收费站,35014,机荷高速公路,3501406,8601,北-南,30
1,广深高速公路,1,福田区,皇岗收费站,35023,福田收费站,3502301,6690,南-北,30
1,广深高速公路,1,福田区,福田收费站,35023,南坪收费站,3502302,2888,南-北,30
1,广深高速公路,3,南山区,南坪收费站,35023,南头收费站,3502303,5419,南-北,30
1,广深高速公路,3,南山区,南头收费站,35023,宝安收费站,3502304,5558,南-北,30
1,广深高速公路,5,宝安区,宝安收费站,35023,鹤洲收费站,3502305,6169,南-北,30
1,广深高速公路,5,宝安区,鹤洲收费站,35023,福永收费站,3502306,3341,南-北,30
1,广深高速公路,5,宝安区,福永收费站,35023,沙井收费站,3502307,6817,南-北,30
1,广深高速公路,5,宝安区,沙井收费站,35023,新桥收费站,3502308,3158,南-北,30
1,广深高速公路,5,宝安区,新桥收费站,35023,长安收费站,3502309,7711,南-北,30
1,广深高速公路,5,宝安区,长安收费站,35024,新桥收费站,3502413,7589,北-南,30
1,广深高速公路,5,宝安区,新桥收费站,35024,沙井收费站,3502414,3776,北-南,30
1,广深高速公路,5,宝安区,沙井收费站,35024,福永收费站,3502415,6101,北-南,30
1,广深高速公路,5,宝安区,福永收费站,35024,鹤洲收费站,3502416,3549,北-南,30
1,广深高速公路,5,宝安区,鹤洲收费站,35024,宝安收费站,3502417,5679,北-南,30
1,广深高速公路,5,宝安区,宝安收费站,35024,南头收费站,3502418,5039,北-南,30
1,广深高速公路,3,南山区,南头收费站,35024,南坪收费站,3502419,6453,北-南,30
1,广深高速公路,1,福田区,南坪收费站,35024,福田收费站,3502420,2832,北-南,30
1,广深高速公路,1,福田区,福田收费站,35024,皇岗收费站,3502421,6289,北-南,30
1,梅观高速公路,6,龙岗区,梅观路,35173,清湖立交,3517301,7893,南-北,30
1,梅观高速公路,9,龙华区,清湖立交,35173,观澜收费站,3517302,7074,南-北,30
1,梅观高速公路,9,龙华区,观澜收费站,35173,G94珠三角环线高速出入口,3517303,3900,南-北,30
1,梅观高速公路,9,龙华区,G94珠三角环线高速出入口,35174,观澜收费站,3517401,3541,北-南,30
1,梅观高速公路,9,龙华区,观澜收费站,35174,清湖立交,3517402,6140,北-南,30
1,梅观高速公路,9,龙华区,清湖立交,35174,梅观路,3517403,9135,北-南,30
1,机荷高速公路,6,龙岗区,惠盐高速公路,35181,水官高速公路,3518101,2353,东-西,30
1,机荷高速公路,6,龙岗区,水官高速公路,35181,排榜立交,3518102,4761,东-西,30
1,机荷高速公路,6,龙岗区,排榜立交,35181,白泥坑收费站,3518103,2569,东-西,30
1,机荷高速公路,6,龙岗区,白泥坑收费站,35181,平湖收费站,3518104,3239,东-西,30
1,机荷高速公路,6,龙岗区,平湖收费站,35181,清平高速公路,3518105,2764,东-西,30
1,机荷高速公路,9,龙华区,清平高速公路,35181,清湖立交,3518106,3996,东-西,30
1,机荷高速公路,9,龙华区,清湖立交,35181,福民收费站,3518107,2720,东-西,30
1,机荷高速公路,9,龙华区,福民收费站,35181,水郎收费站,3518108,6395,东-西,30
1,机荷高速公路,5,宝安区,水郎收费站,35181,溪之谷收费站,3518109,2574,东-西,30
1,机荷高速公路,5,宝安区,溪之谷收费站,35181,石岩收费站,3518110,3802,东-西,30
1,机荷高速公路,5,宝安区,石岩收费站,35181,南光高速公路,3518111,3234,东-西,30
1,机荷高速公路,5,宝安区,南光高速公路,35181,黄鹤收费站,3518112,5130,东-西,30
1,机荷高速公路,5,宝安区,黄鹤收费站,35182,南光高速公路,3518201,5339,西-东,30
1,机荷高速公路,5,宝安区,南光高速公路,35182,石岩收费站,3518202,2593,西-东,30
1,机荷高速公路,5,宝安区,石岩收费站,35182,溪之谷收费站,3518203,3902,西-东,30
1,机荷高速公路,5,宝安区,溪之谷收费站,35182,水郎收费站,3518204,2506,西-东,30
1,机荷高速公路,9,龙华区,水郎收费站,35182,福民收费站,3518205,6778,西-东,30
1,机荷高速公路,9,龙华区,福民收费站,35182,清湖立交,3518206,2829,西-东,30
1,机荷高速公路,9,龙华区,清湖立交,35182,清平高速公路,3518207,3739,西-东,30
1,机荷高速公路,6,龙岗区,清平高速公路,35182,平湖收费站,3518208,2800,西-东,30
1,机荷高速公路,6,龙岗区,平湖收费站,35182,白泥坑收费站,3518209,2834,西-东,30
1,机荷高速公路,6,龙岗区,白泥坑收费站,35182,排榜立交,3518210,2874,西-东,30
1,机荷高速公路,6,龙岗区,排榜立交,35182,水官高速公路,3518211,4249,西-东,30
1,机荷高速公路,6,龙岗区,水官高速公路,35182,惠盐高速公路,3518212,3086,西-东,30
1,深汕高速公路,8,坪山区,淡水收费站,35191,坑梓收费站,3519121,6379,东-西,30
1,深汕高速公路,8,坪山区,坑梓收费站,35191,龙岗收费站,3519122,6002,东-西,30
1,深汕高速公路,8,坪山区,龙岗收费站,35192,坑梓收费站,3519201,6401,西-东,30
1,深汕高速公路,8,坪山区,坑梓收费站,35192,淡水收费站,3519202,6652,西-东,30
2,香蜜湖路,1,福田区,滨河大道,113,深南大道,11301,1004,南-北,30
2,香蜜湖路,1,福田区,深南大道,113,红荔西路,11302,715,南-北,30
2,香蜜湖路,1,福田区,红荔西路,113,侨香路,11303,1167,南-北,30
2,香蜜湖路,1,福田区,侨香路,113,北环大道,11304,751,南-北,30
2,香蜜湖路,1,福田区,北环大道,114,侨香路,11401,627,北-南,30
2,香蜜湖路,1,福田区,侨香路,114,红荔西路,11402,1124,北-南,30
2,香蜜湖路,1,福田区,红荔西路,114,深南大道,11403,840,北-南,30
2,香蜜湖路,1,福田区,深南大道,114,滨河大道,11404,924,北-南,30
2,滨河大道,2,罗湖区,船步路,121,红岭南路,12101,796,东-西,30
2,滨河大道,1,福田区,红岭南路,121,上步南路,12102,627,东-西,30
2,滨河大道,1,福田区,上步南路,121,华强南路,12103,1181,东-西,30
2,滨河大道,1,福田区,华强南路,121,福田路,12104,1215,东-西,30
2,滨河大道,1,福田区,福田路,121,皇岗路,12105,477,东-西,30
2,滨河大道,1,福田区,皇岗路,121,彩田路,12106,573,东-西,30
2,滨河大道,1,福田区,彩田路,121,金田路(福田),12107,359,东-西,30
2,滨河大道,1,福田区,金田路(福田),121,益田路,12108,805,东-西,30
2,滨河大道,1,福田区,益田路,121,新洲路,12109,936,东-西,30
2,滨河大道,1,福田区,新洲路,121,沙嘴路,12110,870,东-西,30
2,滨河大道,1,福田区,沙嘴路,121,香蜜湖路,12111,1216,东-西,30
2,滨河大道,1,福田区,香蜜湖路,121,滨海大道,12112,717,东-西,30
2,滨河大道,1,福田区,滨海大道,122,香蜜湖路,12201,1377,西-东,30
2,滨河大道,1,福田区,香蜜湖路,122,沙嘴路,12202,241,西-东,30
2,滨河大道,1,福田区,沙嘴路,122,新洲路,12203,1112,西-东,30
2,滨河大道,1,福田区,新洲路,122,益田路,12204,775,西-东,30
2,滨河大道,1,福田区,益田路,122,金田路(福田),12205,782,西-东,30
2,滨河大道,1,福田区,金田路(福田),122,彩田路,12206,627,西-东,30
2,滨河大道,1,福田区,彩田路,122,皇岗路,12207,297,西-东,30
2,滨河大道,1,福田区,皇岗路,122,福田路,12208,711,西-东,30
2,滨河大道,1,福田区,福田路,122,华强南路,12209,1308,西-东,30
2,滨河大道,1,福田区,华强南路,122,上步南路,12210,548,西-东,30
2,滨河大道,1,福田区,上步南路,122,红岭南路,12211,1328,西-东,30
2,滨河大道,2,罗湖区,红岭南路,122,船步路,12212,888,西-东,30
2,福龙路,1,福田区,北环大道,133,南坪快速路,13301,3277,南-北,30
2,福龙路,3,南山区,南坪快速路,133,留仙大道,13302,1657,南-北,30
2,福龙路,9,龙华区,留仙大道,133,人民路(龙华),13303,2371,南-北,30
2,福龙路,9,龙华区,人民路(龙华),133,和平路(龙华),13304,2375,南-北,30
2,福龙路,9,龙华区,和平路(龙华),133,布龙公路,13305,4355,南-北,30
2,福龙路,9,龙华区,布龙公路,134,和平路(龙华),13401,4348,北-南,30
2,福龙路,9,龙华区,和平路(龙华),134,人民路(龙华),13402,2379,北-南,30
2,福龙路,9,龙华区,人民路(龙华),134,留仙大道,13403,2366,北-南,30
2,福龙路,3,南山区,留仙大道,134,南坪快速路,13404,1634,北-南,30
2,福龙路,1,福田区,南坪快速路,134,北环大道,13405,3443,北-南,30
2,滨海大道,1,福田区,滨河大道,141,侨城东路,14101,1925,东-西,30
2,滨海大道,3,南山区,侨城东路,141,深湾五路,14102,1843,东-西,30
2,滨海大道,3,南山区,深湾五路,141,沙河东路,14103,2262,东-西,30
2,滨海大道,3,南山区,沙河东路,141,沙河西路,14104,824,东-西,30
2,滨海大道,3,南山区,沙河西路,141,科苑南路,14105,1008,东-西,30
2,滨海大道,3,南山区,科苑南路,141,后海大道,14106,1055,东-西,30
2,滨海大道,3,南山区,后海大道,141,南海大道,14107,796,东-西,30
2,滨海大道,3,南山区,南海大道,141,南山大道,14108,321,东-西,30
2,滨海大道,3,南山区,南山大道,142,南海大道,14201,785,西-东,30
2,滨海大道,3,南山区,南海大道,142,后海大道,14202,520,西-东,30
2,滨海大道,3,南山区,后海大道,142,科苑南路,14203,956,西-东,30
2,滨海大道,3,南山区,科苑南路,142,沙河西路,14204,921,西-东,30
2,滨海大道,3,南山区,沙河西路,142,沙河东路,14205,1318,西-东,30
2,滨海大道,3,南山区,沙河东路,142,深湾五路,14206,1770,西-东,30
2,滨海大道,3,南山区,深湾五路,142,侨城东路,14207,1847,西-东,30
2,滨海大道,1,福田区,侨城东路,142,滨河大道,14208,2174,西-东,30
2,北环大道,1,福田区,泥岗西路,151,皇岗路,15101,2355,东-西,30
2,北环大道,1,福田区,皇岗路,151,彩田路,15102,786,东-西,30
2,北环大道,1,福田区,彩田路,151,中康路,15103,492,东-西,30
2,北环大道,1,福田区,中康路,151,梅村路,15104,589,东-西,30
2,北环大道,1,福田区,梅村路,151,新洲路,15105,859,东-西,30
2,北环大道,1,福田区,新洲路,151,景田路,15106,890,东-西,30
2,北环大道,1,福田区,景田路,151,香梅路,15107,1185,东-西,30
2,北环大道,1,福田区,香梅路,151,香蜜湖路,15108,943,东-西,30
2,北环大道,1,福田区,香蜜湖路,151,南坪快速路,15109,3070,东-西,30
2,北环大道,3,南山区,南坪快速路,151,侨香路,15110,1478,东-西,30
2,北环大道,3,南山区,侨香路,151,沙河东路,15111,1398,东-西,30
2,北环大道,3,南山区,沙河东路,151,沙河西路,15112,597,东-西,30
2,北环大道,3,南山区,沙河西路,151,科苑北路,15113,1534,东-西,30
2,北环大道,3,南山区,科苑北路,151,南海大道,15114,1215,东-西,30
2,北环大道,3,南山区,南海大道,151,南山大道,15115,675,东-西,30
2,北环大道,3,南山区,南山大道,151,深南大道,15116,1301,东-西,30
2,北环大道,3,南山区,深南大道,152,南山大道,15201,1380,西-东,30
2,北环大道,3,南山区,南山大道,152,南海大道,15202,1025,西-东,30
2,北环大道,3,南山区,南海大道,152,科苑北路,15203,1334,西-东,30
2,北环大道,3,南山区,科苑北路,152,沙河西路,15204,1066,西-东,30
2,北环大道,3,南山区,沙河西路,152,沙河东路,15205,1012,西-东,30
2,北环大道,3,南山区,沙河东路,152,侨香路,15206,1134,西-东,30
2,北环大道,3,南山区,侨香路,152,南坪快速路,15207,1307,西-东,30
2,北环大道,1,福田区,南坪快速路,152,香蜜湖路,15208,3184,西-东,30
2,北环大道,1,福田区,香蜜湖路,152,香梅路,15209,1036,西-东,30
2,北环大道,1,福田区,香梅路,152,景田路,15210,575,西-东,30
2,北环大道,1,福田区,景田路,152,新洲路,15211,635,西-东,30
2,北环大道,1,福田区,新洲路,152,梅村路,15212,1361,西-东,30
2,北环大道,1,福田区,梅村路,152,中康路,15213,140,西-东,30
2,北环大道,1,福田区,中康路,152,彩田路,15214,1200,西-东,30
2,北环大道,1,福田区,彩田路,152,皇岗路,15215,550,西-东,30
2,北环大道,1,福田区,皇岗路,152,泥岗西路,15216,2341,西-东,30
4,福田南路,1,福田区,百合路,163,滨河大道辅道,16301,1008,南-北,15
4,福田南路,1,福田区,滨河大道辅道,164,百合路,16401,1009,北-南,15
3,红荔西路,1,福田区,新洲路,171,景田路,17101,455,东-西,20
3,红荔西路,1,福田区,景田路,171,香梅路,17102,583,东-西,20
3,红荔西路,1,福田区,香梅路,171,香蜜湖路,17103,1037,东-西,20
3,红荔西路,1,福田区,香蜜湖路,171,农园路,17104,784,东-西,20
3,红荔西路,1,福田区,农园路,171,农林路,17105,553,东-西,20
3,红荔西路,1,福田区,农林路,172,农园路,17201,542,西-东,20
3,红荔西路,1,福田区,农园路,172,香蜜湖路,17202,798,西-东,20
3,红荔西路,1,福田区,香蜜湖路,172,香梅路,17203,1032,西-东,20
3,红荔西路,1,福田区,香梅路,172,景田路,17204,571,西-东,20
3,红荔西路,1,福田区,景田路,172,新洲路,17205,463,西-东,20
3,皇岗北路,1,福田区,北环大道,183,梅观路,18301,1198,南-北,20
3,皇岗北路,1,福田区,梅观路,184,北环大道,18401,1183,北-南,20
3,梅丽路,1,福田区,梅华路,193,梅林路,19301,708,南-北,20
3,梅丽路,1,福田区,梅林路,194,梅华路,19401,992,北-南,20
3,深南中路,1,福田区,深南东路,201,上步中路,20101,875,东-西,20
3,深南中路,1,福田区,上步中路,201,华强北路,20102,984,东-西,20
3,深南中路,1,福田区,华强北路,201,华富路,20103,573,东-西,20
3,深南中路,1,福田区,华富路,201,深南大道,20104,428,东-西,20
3,深南中路,1,福田区,深南大道,202,华富路,20201,398,西-东,20
3,东滨路,3,南山区,南光路,1402,南海大道,140204,726,西-东,20
3,东滨路,3,南山区,南海大道,1402,后海大道,140205,864,西-东,20
3,东滨路,3,南山区,后海大道,1402,后海滨路,140206,595,西-东,20
3,东滨路,3,南山区,后海滨路,1402,科苑大道,140207,594,西-东,20
3,东滨路,3,南山区,科苑大道,1402,沙河西路,140208,553,西-东,20
3,后海大道,3,南山区,八号路,1413,工业七路,141301,1001,南-北,20
3,后海大道,3,南山区,工业七路,1413,工业八路,141302,543,南-北,20
3,后海大道,3,南山区,工业八路,1413,东滨路,141303,573,南-北,20
3,后海大道,3,南山区,东滨路,1413,登良路,141304,559,南-北,20
3,后海大道,3,南山区,登良路,1413,创业路(南山),141305,535,南-北,20
3,后海大道,3,南山区,创业路(南山),1413,滨海大道,141306,771,南-北,20
3,后海大道,3,南山区,滨海大道,1413,学府路,141307,408,南-北,20
3,后海大道,3,南山区,学府路,1414,滨海大道,141401,406,北-南,20
3,后海大道,3,南山区,滨海大道,1414,创业路(南山),141402,772,北-南,20
3,后海大道,3,南山区,创业路(南山),1414,登良路,141403,532,北-南,20
3,后海大道,3,南山区,登良路,1414,东滨路,141404,568,北-南,20
3,后海大道,3,南山区,东滨路,1414,工业八路,141405,569,北-南,20
3,后海大道,3,南山区,工业八路,1414,工业七路,141406,539,北-南,20
3,后海大道,3,南山区,工业七路,1414,八号路,141407,1006,北-南,20
3,兴海大道,3,南山区,西港路,1423,月亮湾大道,142301,5342,南-北,20
3,兴海大道,3,南山区,月亮湾大道,1423,广深沿江高速,142302,3075,南-北,20
3,兴海大道,3,南山区,广深沿江高速,1424,月亮湾大道,142401,3225,北-南,20
3,兴海大道,3,南山区,月亮湾大道,1424,西港路,142402,5346,北-南,20
3,妈湾大道,3,南山区,右炮台路,1433,月亮湾大道,143301,2894,南-北,20
3,妈湾大道,3,南山区,月亮湾大道,1433,听海路,143302,2157,南-北,20
3,妈湾大道,3,南山区,听海路,1434,月亮湾大道,143401,2151,北-南,20
3,妈湾大道,3,南山区,月亮湾大道,1434,右炮台路,143402,2899,北-南,20
3,月亮湾大道,3,南山区,妈湾大道,1443,兴海大道,144301,1720,南-北,20
3,月亮湾大道,3,南山区,兴海大道,1443,沿江高速,144302,1774,南-北,20
3,月亮湾大道,3,南山区,沿江高速,1443,东滨路,144303,846,南-北,20
3,月亮湾大道,3,南山区,东滨路,1443,桂庙路,144304,895,南-北,20
3,月亮湾大道,3,南山区,桂庙路,1443,学府路,144305,653,南-北,20
3,月亮湾大道,3,南山区,学府路,1443,桃园路,144306,410,南-北,20
3,月亮湾大道,3,南山区,桃园路,1443,宝安大道,144307,996,南-北,20
3,月亮湾大道,3,南山区,宝安大道,1443,北环大道,144308,912,南-北,20
3,月亮湾大道,3,南山区,北环大道,1444,宝安大道,144401,748,北-南,20
3,月亮湾大道,3,南山区,宝安大道,1444,桃园路,144402,1183,北-南,20
3,月亮湾大道,3,南山区,桃园路,1444,学府路,144403,410,北-南,20
3,月亮湾大道,3,南山区,学府路,1444,桂庙路,144404,641,北-南,20
3,月亮湾大道,3,南山区,桂庙路,1444,东滨路,144405,885,北-南,20
3,月亮湾大道,3,南山区,东滨路,1444,沿江高速,144406,1035,北-南,20
3,月亮湾大道,3,南山区,沿江高速,1444,兴海大道,144407,1597,北-南,20
3,月亮湾大道,3,南山区,兴海大道,1444,妈湾大道,144408,1700,北-南,20
3,宝安大道,3,南山区,深南大道,1453,前海路,145301,354,南-北,20
3,宝安大道,3,南山区,前海路,1453,月亮湾大道,145302,673,南-北,20
3,宝安大道,3,南山区,月亮湾大道,1453,湖滨中路,145303,930,南-北,20
3,宝安大道,5,宝安区,湖滨中路,1453,新安一路,145304,436,南-北,20
3,宝安大道,5,宝安区,新安一路,1453,兴华一路,145305,563,南-北,20
3,宝安大道,5,宝安区,兴华一路,1453,裕安一路,145306,1062,南-北,20
3,宝安大道,5,宝安区,裕安一路,1453,新安六路,145307,1159,南-北,20
3,宝安大道,5,宝安区,新安六路,1453,海城路,145308,821,南-北,20
3,宝安大道,5,宝安区,海城路,1453,西乡大道,145309,750,南-北,20
3,宝安大道,5,宝安区,西乡大道,1453,银田路,145310,1154,南-北,20
3,宝安大道,5,宝安区,银田路,1453,固戍一路,145311,1780,南-北,20
3,宝安大道,5,宝安区,固戍一路,1453,航城大道,145312,906,南-北,20
3,宝安大道,5,宝安区,航城大道,1453,疏港通道,145313,658,南-北,20
3,宝安大道,5,宝安区,疏港通道,1453,机场南路,145314,929,南-北,20
3,宝安大道,5,宝安区,机场南路,1453,兴华路(福永),145315,2819,南-北,20
3,宝安大道,5,宝安区,兴华路(福永),1453,机场道,145316,743,南-北,20
3,宝安大道,5,宝安区,机场道,1453,翠岗西路,145317,1973,南-北,20
3,宝安大道,5,宝安区,翠岗西路,1453,福永大道,145318,466,南-北,20
3,宝安大道,5,宝安区,福永大道,1453,永福路,145319,702,南-北,20
3,宝安大道,5,宝安区,永福路,1453,福海大道,145320,794,南-北,20
3,宝安大道,5,宝安区,福海大道,1453,重庆路,145321,909,南-北,20
3,宝安大道,5,宝安区,重庆路,1453,桥和路,145322,376,南-北,20
3,宝安大道,5,宝安区,桥和路,1453,凤塘大道,145323,1819,南-北,20
3,宝安大道,5,宝安区,凤塘大道,1453,南波大道,145324,777,南-北,20
3,宝安大道,5,宝安区,南波大道,1453,南环路,145325,750,南-北,20
3,宝安大道,5,宝安区,南环路,1453,新沙路(沙井),145326,1801,南-北,20
3,宝安大道,5,宝安区,新沙路(沙井),1453,北环路,145327,1750,南-北,20
3,宝安大道,5,宝安区,北环路,1453,新和大道,145328,679,南-北,20
3,宝安大道,5,宝安区,新和大道,1453,广深高速公路,145329,1383,南-北,20
3,宝安大道,5,宝安区,广深高速公路,1453,松明大道,145330,443,南-北,20
3,宝安大道,5,宝安区,松明大道,1453,沙江路,145331,792,南-北,20
3,宝安大道,5,宝安区,沙江路,1453,广深公路,145332,3268,南-北,20
3,宝安大道,5,宝安区,广深公路,1454,沙江路,145401,3291,北-南,20
3,宝安大道,5,宝安区,沙江路,1454,松明大道,145402,789,北-南,20
3,宝安大道,5,宝安区,松明大道,1454,广深高速公路,145403,485,北-南,20
3,宝安大道,5,宝安区,广深高速公路,1454,新和大道,145404,1331,北-南,20
3,宝安大道,5,宝安区,新和大道,1454,北环路,145405,678,北-南,20
3,宝安大道,5,宝安区,北环路,1454,新沙路(沙井),145406,1752,北-南,20
3,宝安大道,5,宝安区,新沙路(沙井),1454,南环路,145407,1802,北-南,20
3,宝安大道,5,宝安区,南环路,1454,南波大道,145408,764,北-南,20
3,宝安大道,5,宝安区,南波大道,1454,凤塘大道,145409,762,北-南,20
3,宝安大道,5,宝安区,凤塘大道,1454,桥和路,145410,1814,北-南,20
3,宝安大道,5,宝安区,桥和路,1454,重庆路,145411,388,北-南,20
3,宝安大道,5,宝安区,重庆路,1454,福海大道,145412,902,北-南,20
3,宝安大道,5,宝安区,福海大道,1454,永福路,145413,803,北-南,20
3,宝安大道,5,宝安区,永福路,1454,福永大道,145414,730,北-南,20
